PLAYER_ID,GP,MIN,PTS,REB,AST,STL,BLK
1630613,48,20.2,9.9,1.7,1.8,0.5,0.1
1629139,121,12.0,3.8,2.5,0.6,0.4,0.3
1630322,25,18.6,8.0,2.9,1.0,0.8,0.3
1630570,48,18.1,7.6,4.1,1.7,0.5,0.6
1629683,42,6.5,2.1,0.8,0.6,0.3,0.1
201566,1021,34.7,22.8,7.4,8.4,1.7,0.3
1629632,195,28.2,13.7,3.6,3.5,0.6,0.2
1628401,263,25.9,11.5,3.3,3.8,0.8,0.8
202355,511,24.7,12.6,10.8,0.6,0.5,2.2
1630580,29,7.1,2.1,0.5,0.3,0.1,0.1
1630598,50,24.2,8.3,3.6,1.4,0.6,0.2
203952,598,35.0,19.3,4.4,2.3,1.0,0.7
1629623,19,10.5,4.2,1.3,1.2,0.3,0.1
1630314,24,26.7,12.9,3.1,3.9,1.0,0.4
1629684,209,19.4,5.4,3.0,1.0,0.5,0.6
1629026,200,22.0,6.5,4.5,2.0,0.9,0.3
101150,1123,24.1,13.9,2.2,3.4,0.8,0.2
1630172,88,27.3,9.2,4.5,1.3,0.8,0.6
1630533,62,21.7,8.1,2.1,1.0,0.6,0.2
1629057,174,19.9,7.2,6.6,1.4,0.7,1.7
1629627,85,31.7,25.7,7.0,3.2,0.9,0.6
1629685,81,12.0,3.3,2.4,0.8,0.4,0.2
1626159,315,25.8,8.4,5.1,2.5,0.9,0.4
1630216,29,4.7,1.9,0.3,0.7,0.1,0.0
1630164,39,21.4,11.5,5.8,0.7,0.3,0.9
1626174,222,23.6,14.2,7.3,1.3,0.6,0.9
1630218,25,3.5,1.1,1.1,0.2,0.0,0.2
1626153,411,20.9,7.2,3.2,3.0,1.2,0.4
1630589,4,3.7,1.3,0.8,0.5,0.0,0.3
1630593,5,3.8,1.0,0.0,0.6,0.0,0.0
1628221,2,10.7,4.0,1.0,2.0,1.0,0.5
201152,1085,29.3,12.8,5.8,1.8,1.4,0.4
1629027,280,33.6,25.3,3.9,9.1,0.9,0.2
1630209,56,12.6,5.3,5.3,0.9,0.3,0.4
1627826,360,19.0,8.3,6.5,1.1,0.3,0.8
