PERSON_ID,DISPLAY_FIRST_LAST,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER
201567,Kevin Love,Cavaliers,Forward-Center,6-8,251,USA,1988-09-07T00:00:00,13,5
200768,Kyle Lowry,Heat,Guard,6-0,196,USA,1986-03-25T00:00:00,15,24
1630994,Gabriel Lundberg,Suns,Guard,6-4,203,Denmark,1994-12-04T00:00:00,0,Undrafted
1627789,Timothe Luwawu-Cabarrot,Hawks,Guard-Forward,6-7,215,France,1995-05-09T00:00:00,5,24
1626168,Trey Lyles,Kings,Forward,6-9,234,Canada,1995-11-05T00:00:00,6,12
1630177,Theo Maledon,Thunder,Guard,6-4,175,France,2001-06-12T00:00:00,1,34
1630572,Sandro Mamukelashvili,Bucks,Forward-Center,6-9,240,Georgia,1999-05-23T00:00:00,0,54
1629611,Terance Mann,Clippers,Guard-Forward,6-5,215,USA,1996-10-18T00:00:00,2,48
1630544,Tre Mann,Thunder,Guard,6-3,178,USA,2001-02-03T00:00:00,0,18
1626246,Boban Marjanovic,Mavericks,Center,7-3,290,Serbia,1988-08-15T00:00:00,6,Undrafted
1628374,Lauri Markkanen,Cavaliers,Forward-Center,6-11,240,Finland,1997-05-22T00:00:00,4,7
1630230,Naji Marshall,Pelicans,Forward,6-7,220,USA,1998-01-24T00:00:00,1,Undrafted
1628997,Caleb Martin,Heat,Forward,6-5,205,USA,1995-09-28T00:00:00,2,Undrafted
1628998,Cody Martin,Hornets,Forward,6-6,205,USA,1995-09-28T00:00:00,2,36
1630231,Kenyon Martin Jr.,Rockets,Forward,6-5,215,USA,2001-01-06T00:00:00,1,52
1629726,Garrison Mathews,Rockets,Guard,6-5,215,USA,1996-10-24T00:00:00,2,Undrafted
202083,Wesley Matthews,Bucks,Guard,6-4,220,USA,1986-10-14T00:00:00,12,Undrafted
1630178,Tyrese Maxey,76ers,Guard,6-2,200,USA,2000-11-04T00:00:00,1,21
1630219,Skylar Mays,Hawks,Guard,6-4,205,USA,1997-09-05T00:00:00,1,50
1630540,Miles McBride,Knicks,Guard,6-1,195,USA,2000-09-08T00:00:00,0,36
1630644,Mac McClung,Lakers,Guard,6-2,185,USA,1999-01-06T00:00:00,0,Undrafted
203468,CJ McCollum,Pelicans,Guard,6-3,190,USA,1991-09-19T00:00:00,8,10
204456,T.J. McConnell,Pacers,Guard,6-1,190,USA,1992-03-25T00:00:00,6,
1630183,Jaden McDaniels,Timberwolves,Forward,6-9,185,USA,2000-09-29T00:00:00,1,28
1629667,Jalen McDaniels,Hornets,Forward-Center,6-9,205,USA,1998-01-31T00:00:00,2,52
203926,Doug McDermott,Spurs,Forward,6-7,225,USA,1992-01-03T00:00:00,7,11
201580,JaVale McGee,Suns,Center-Forward,7-0,270,USA,1988-01-19T00:00:00,13,18
203585,Rodney McGruder,Pistons,Guard,6-4,205,USA,1991-07-29T00:00:00,5,Undrafted
1629162,Jordan McLaughlin,Timberwolves,Guard,5-11,185,USA,1996-04-09T00:00:00,2,Undrafted
203463,Ben McLemore,Trail Blazers,Guard,6-3,195,USA,1993-02-11T00:00:00,8,7
1629001,De'Anthony Melton,Grizzlies,Guard,6-2,200,USA,1998-05-28T00:00:00,3,46
1629002,Chimezie Metu,Kings,Forward-Center,6-9,225,USA,1997-03-22T00:00:00,3,49
203114,Khris Middleton,Bucks,Forward,6-7,222,USA,1991-08-12T00:00:00,9,39
201988,Patty Mills,Nets,Guard,6-0,180,Australia,1988-08-11T00:00:00,12,55
200794,Paul Millsap,76ers,Forward,6-7,257,USA,1985-02-10T00:00:00,15,47
1629003,Shake Milton,76ers,Guard-Forward,6-5,205,USA,1996-09-26T00:00:00,3,54
1630558,Davion Mitchell,Kings,Guard,6-0,202,USA,1998-09-05T00:00:00,0,9
1628378,Donovan Mitchell,Jazz,Guard,6-1,215,USA,1996-09-07T00:00:00,4,13
1630596,Evan Mobley,Cavaliers,Center,6-11,215,USA,2001-06-18T00:00:00,0,3
1628370,Malik Monk,Lakers,Guard,6-3,200,USA,1998-02-04T00:00:00,4,11
202328,Greg Monroe,Timberwolves,Forward-Center,6-10,250,USA,1990-06-04T00:00:00,9,7
1630541,Moses Moody,Warriors,Guard,6-5,211,USA,2002-05-31T00:00:00,0,14
1629875,Xavier Moon,Clippers,Guard,6-2,165,USA,1995-01-02T00:00:00,0,Undrafted
1629630,Ja Morant,Grizzlies,Guard,6-3,174,USA,1999-08-10T00:00:00,2,2
1629752,Juwan Morgan,Celtics,Forward,6-7,232,USA,1997-04-17T00:00:00,2,Undrafted
202693,Markieff Morris,Heat,Forward,6-9,245,USA,1989-09-02T00:00:00,10,13
1628420,Monte Morris,Nuggets,Guard,6-2,183,USA,1995-06-27T00:00:00,4,51
202694,Marcus Morris Sr.,Clippers,Forward,6-8,218,USA,1989-09-02T00:00:00,10,14
1628539,Mychal Mulder,Heat,Guard,6-3,195,Canada,1994-06-12T00:00:00,2,Undrafted
1630530,Trey Murphy III,Pelicans,Forward,6-8,206,USA,2000-06-18T00:00:00,0,17
1627749,Dejounte Murray,Spurs,Guard,6-4,180,USA,1996-09-19T00:00:00,4,29
1627750,Jamal Murray,Nuggets,Guard,6-3,215,Canada,1997-02-23T00:00:00,5,7
203488,Mike Muscala,Thunder,Forward-Center,6-10,240,USA,1991-07-01T00:00:00,8,44
1629004,Svi Mykhailiuk,Raptors,Guard-Forward,6-7,205,Ukraine,1997-06-10T00:00:00,3,47
1626204,Larry Nance Jr.,Pelicans,Forward-Center,6-7,245,USA,1993-01-01T00:00:00,6,27
1630612,RJ Nembhard Jr.,Cavaliers,Guard,6-4,200,USA,1999-03-22T00:00:00,0,Undrafted
1630174,Aaron Nesmith,Celtics,Guard-Forward,6-5,215,USA,1999-10-16T00:00:00,1,14
203526,Raul Neto,Wizards,Guard,6-2,180,Brazil,1992-05-19T00:00:00,6,47
1627777,Georges Niang,76ers,Forward,6-7,230,USA,1993-06-17T00:00:00,5,50
1630227,Daishen Nix,Rockets,Guard,6-4,226,USA,2002-02-13T00:00:00,0,Undrafted
1630192,Zeke Nnaji,Nuggets,Forward-Center,6-9,240,USA,2001-01-09T00:00:00,1,22
203457,Nerlens Noel,Knicks,Center-Forward,6-11,220,USA,1994-04-10T00:00:00,7,6
1629669,Jaylen Nowell,Timberwolves,Guard,6-4,201,USA,1999-07-09T00:00:00,2,43
1628373,Frank Ntilikina,Mavericks,Guard,6-4,200,France,1998-07-28T00:00:00,4,8
1629134,Kendrick Nunn,Lakers,Guard,6-2,190,USA,1995-08-03T00:00:00,2,Undrafted
203994,Jusuf Nurkic,Trail Blazers,Center,6-11,290,Bosnia and Herzegovina,1994-08-23T00:00:00,7,16
1628021,David Nwaba,Rockets,Guard-Forward,6-5,219,USA,1993-01-14T00:00:00,5,Undrafted
1629670,Jordan Nwora,Bucks,Forward,6-8,225,USA,1998-09-09T00:00:00,1,45
1626220,Royce O'Neale,Jazz,Forward,6-5,226,USA,1993-06-05T00:00:00,4,Undrafted
1629643,Chuma Okeke,Magic,Forward,6-6,229,USA,1998-08-18T00:00:00,1,16
1629006,Josh Okogie,Timberwolves,Guard,6-4,213,Nigeria,1998-09-01T00:00:00,3,20
1630168,Onyeka Okongwu,Hawks,Forward-Center,6-8,240,USA,2000-12-11T00:00:00,1,6
1630171,Isaac Okoro,Cavaliers,Forward-Guard,6-5,225,USA,2001-01-26T00:00:00,1,5
203506,Victor Oladipo,Heat,Guard,6-4,213,USA,1992-05-04T00:00:00,8,2
203482,Kelly Olynyk,Pistons,Forward-Center,6-11,240,Canada,1991-04-19T00:00:00,8,13
1626224,Cedi Osman,Cavaliers,Forward,6-7,230,Turkey,1995-04-08T00:00:00,4,31
1626162,Kelly Oubre Jr.,Hornets,Forward-Guard,6-6,203,USA,1995-12-09T00:00:00,6,15
1629672,Eric Paschall,Jazz,Forward,6-6,255,USA,1996-11-04T00:00:00,2,41
101108,Chris Paul,Suns,Guard,6-0,175,USA,1985-05-06T00:00:00,16,4
1626166,Cameron Payne,Suns,Guard,6-1,183,USA,1994-08-08T00:00:00,6,14
203901,Elfrid Payton,Suns,Guard,6-3,195,USA,1994-02-22T00:00:00,7,10
1627780,Gary Payton II,Warriors,Guard,6-3,195,USA,1992-12-01T00:00:00,5,Undrafted
1630691,Jamorko Pickett,Pistons,Forward,6-9,206,USA,1997-12-24T00:00:00,0,Undrafted
1629033,Theo Pinson,Mavericks,Guard-Forward,6-5,212,USA,1995-11-05T00:00:00,3,Undrafted
203486,Mason Plumlee,Hornets,Forward-Center,6-11,254,USA,1990-03-05T00:00:00,8,22
1627751,Jakob Poeltl,Spurs,Center,7-1,245,Austria,1995-10-15T00:00:00,5,9
1630197,Aleksej Pokusevski,Thunder,Forward,7-0,190,Serbia,2001-12-26T00:00:00,1,17
1630582,Yves Pons,Grizzlies,Forward,6-5,206,France,1999-05-07T00:00:00,0,Undrafted
1629673,Jordan Poole,Warriors,Guard,6-4,194,USA,1999-06-19T00:00:00,2,28
1629645,Kevin Porter Jr.,Rockets,Guard-Forward,6-4,203,USA,2000-05-04T00:00:00,2,30
1629008,Michael Porter Jr.,Nuggets,Forward,6-10,218,USA,1998-06-29T00:00:00,2,14
203490,Otto Porter Jr.,Warriors,Forward,6-8,198,USA,1993-06-03T00:00:00,8,3
1626171,Bobby Portis,Bucks,Forward,6-10,250,USA,1995-02-10T00:00:00,6,22
204001,Kristaps Porzingis,Wizards,Forward-Center,7-3,240,Latvia,1995-08-02T00:00:00,5,4
203939,Dwight Powell,Mavericks,Forward-Center,6-10,240,Canada,1991-07-20T00:00:00,7,45
1629619,Myles Powell,76ers,Guard,6-2,195,USA,1997-07-07T00:00:00,0,Undrafted
1626181,Norman Powell,Clippers,Guard,6-3,215,USA,1993-05-25T00:00:00,6,46
1630563,Joshua Primo,Spurs,Guard,6-4,189,Canada,2002-12-24T00:00:00,0,12
1627752,Taurean Prince,Timberwolves,Forward,6-6,218,USA,1994-03-22T00:00:00,5,12
1630202,Payton Pritchard,Celtics,Guard,6-1,195,USA,1998-01-28T00:00:00,1,26
1630243,Trevelin Queen,Rockets,Guard,6-6,190,USA,1997-02-25T00:00:00,0,Undrafted
1629674,Neemias Queta,Kings,Center,7-0,248,Portugal,1999-07-13T00:00:00,0,39
1630193,Immanuel Quickley,Knicks,Guard,6-3,190,USA,1999-06-17T00:00:00,1,25
203944,Julius Randle,Knicks,Forward-Center,6-8,250,USA,1994-11-29T00:00:00,7,7
1630559,Austin Reaves,Lakers,Guard,6-5,197,USA,1998-05-29T00:00:00,0,Undrafted
1629629,Cam Reddish,Knicks,Forward-Guard,6-8,217,USA,1999-09-01T00:00:00,2,10
1628432,Davon Reed,Nuggets,Guard,6-5,206,USA,1995-06-11T00:00:00,2,32
1630194,Paul Reed,76ers,Forward,6-9,210,USA,1999-06-14T00:00:00,1,58
1629675,Naz Reid,Timberwolves,Center-Forward,6-9,264,USA,1999-08-26T00:00:00,2,Undrafted
1630208,Nick Richards,Hornets,Center,7-0,245,Jamaica,1997-11-29T00:00:00,1,42
1626196,Josh Richardson,Spurs,Guard,6-5,200,USA,1993-09-15T00:00:00,6,40
203085,Austin Rivers,Nuggets,Guard,6-4,200,USA,1992-08-01T00:00:00,9,10
1629130,Duncan Robinson,Heat,Forward,6-7,215,USA,1994-04-22T00:00:00,3,Undrafted
1629011,Mitchell Robinson,Knicks,Center-Forward,7-0,240,USA,1998-04-01T00:00:00,3,36
1630526,Jeremiah Robinson-Earl,Thunder,Forward,6-8,242,USA,2000-11-03T00:00:00,0,32
1629676,Isaiah Roby,Thunder,Forward,6-8,230,USA,1998-02-03T00:00:00,2,45
200765,Rajon Rondo,Cavaliers,Guard,6-1,180,USA,1986-02-22T00:00:00,15,21
201565,Derrick Rose,Knicks,Guard,6-2,200,USA,1988-10-04T00:00:00,12,1
203082,Terrence Ross,Magic,Guard-Forward,6-6,206,USA,1991-02-05T00:00:00,9,8
1626179,Terry Rozier,Hornets,Guard,6-1,190,USA,1994-03-17T00:00:00,6,16
201937,Ricky Rubio,Pacers,Guard,6-2,190,Spain,1990-10-21T00:00:00,10,5
1626156,D'Angelo Russell,Timberwolves,Guard,6-4,193,USA,1996-02-23T00:00:00,6,2
1630346,Matt Ryan,Celtics,Forward,6-7,215,USA,1997-04-17T00:00:00,0,Undrafted
1627734,Domantas Sabonis,Kings,Forward-Center,6-11,240,Lithuania,1996-05-03T00:00:00,5,11
203967,Dario Saric,Suns,Forward-Center,6-10,225,Croatia,1994-04-08T00:00:00,5,12
203107,Tomas Satoransky,Wizards,Guard,6-7,210,Czech Republic,1991-10-30T00:00:00,5,32
1630648,Jordan Schakel,Wizards,Guard,6-6,200,USA,1998-06-13T00:00:00,0,Undrafted
1629678,Admiral Schofield,Magic,Forward,6-5,241,United Kingdom,1997-03-30T00:00:00,1,42
203471,Dennis Schroder,Rockets,Guard,6-1,172,Germany,1993-09-15T00:00:00,8,17
1630206,Jay Scrubb,Clippers,Guard,6-5,220,USA,2000-09-01T00:00:00,1,55
1630578,Alperen Sengun,Rockets,Center,6-10,243,Turkey,2002-07-25T00:00:00,0,16
1629012,Collin Sexton,Cavaliers,Guard,6-1,190,USA,1999-01-04T00:00:00,3,8
1629013,Landry Shamet,Suns,Guard,6-4,190,USA,1997-03-13T00:00:00,3,26
1630549,Day'Ron Sharpe,Nets,Forward,6-9,265,USA,2001-11-06T00:00:00,0,29
1627783,Pascal Siakam,Raptors,Forward,6-8,230,Cameroon,1994-04-02T00:00:00,5,27
1627732,Ben Simmons,Nets,Guard-Forward,6-11,240,Australia,1996-07-20T00:00:00,4,1
1630250,Marko Simonovic,Bulls,Center,6-11,220,Montenegro,1999-10-15T00:00:00,0,44
1629014,Anfernee Simons,Trail Blazers,Guard,6-3,181,USA,1999-06-08T00:00:00,3,24
1630579,Jericho Sims,Knicks,Center,6-9,250,USA,1998-10-20T00:00:00,0,58
1630606,Javonte Smart,Heat,Guard,6-4,205,USA,1999-06-03T00:00:00,0,Undrafted
203935,Marcus Smart,Celtics,Guard,6-4,220,USA,1994-03-06T00:00:00,7,6
202397,Ish Smith,Wizards,Guard,6-0,175,USA,1988-07-05T00:00:00,11,Undrafted
1630188,Jalen Smith,Pacers,Forward-Center,6-10,215,USA,2000-03-16T00:00:00,1,10
1630270,Xavier Sneed,Jazz,Forward,6-5,215,USA,1997-12-21T00:00:00,0,Undrafted
203503,Tony Snell,Pelicans,Guard,6-6,213,USA,1991-11-10T00:00:00,8,20
1630531,Jaden Springer,76ers,Guard,6-4,202,USA,2002-09-25T00:00:00,0,28
203917,Nik Stauskas,Celtics,Guard,6-6,207,Canada,1993-10-07T00:00:00,5,8
202362,Lance Stephenson,Pacers,Forward,6-5,210,USA,1990-09-05T00:00:00,9,40
1630205,Lamar Stevens,Cavaliers,Forward,6-6,230,USA,1997-07-09T00:00:00,1,Undrafted
1630191,Isaiah Stewart,Pistons,Forward-Center,6-8,250,USA,2001-05-22T00:00:00,1,16
1629622,Max Strus,Heat,Guard-Forward,6-5,215,USA,1996-03-28T00:00:00,2,Undrafted
1630591,Jalen Suggs,Magic,Guard,6-5,205,USA,2001-06-03T00:00:00,0,5
1630256,Jae'Sean Tate,Rockets,Forward,6-4,230,USA,1995-10-28T00:00:00,1,Undrafted
1628369,Jayson Tatum,Celtics,Forward-Guard,6-8,210,USA,1998-03-03T00:00:00,4,3
1630678,Terry Taylor,Pacers,Forward,6-5,230,USA,1999-09-23T00:00:00,0,Undrafted
202066,Garrett Temple,Pelicans,Guard-Forward,6-5,195,USA,1986-05-08T00:00:00,11,Undrafted
1630179,Tyrell Terry,Grizzlies,Guard,6-2,160,USA,2000-09-28T00:00:00,1,31
1628464,Daniel Theis,Celtics,Forward-Center,6-9,245,Germany,1992-04-04T00:00:00,4,Undrafted
1630271,Brodric Thomas,Celtics,Guard,6-5,185,USA,1997-01-28T00:00:00,1,Undrafted
1630560,Cam Thomas,Nets,Guard,6-3,210,Japan,2001-10-13T00:00:00,0,27
202738,Isaiah Thomas,Hornets,Guard,5-9,185,USA,1989-02-07T00:00:00,10,60
1629744,Matt Thomas,Bulls,Guard,6-3,190,USA,1994-08-04T00:00:00,2,Undrafted
202691,Klay Thompson,Warriors,Guard,6-6,220,USA,1990-02-08T00:00:00,8,11
202684,Tristan Thompson,Bulls,Center-Forward,6-9,254,Canada,1991-03-13T00:00:00,10,4
1630550,JT Thor,Hornets,Forward,6-9,203,USA,2002-08-26T00:00:00,0,37
1629680,Matisse Thybulle,76ers,Guard-Forward,6-5,201,USA,1997-03-04T00:00:00,2,20
1629681,Killian Tillie,Grizzlies,Forward-Center,6-9,220,France,1998-03-05T00:00:00,1,Undrafted
1630214,Xavier Tillman,Grizzlies,Forward,6-8,245,USA,1999-01-12T00:00:00,1,35
1630225,Isaiah Todd,Wizards,Forward,6-9,219,USA,2001-10-17T00:00:00,0,31
1630167,Obi Toppin,Knicks,Forward,6-9,220,USA,1998-03-04T00:00:00,1,8
1629308,Juan Toscano-Anderson,Warriors,Forward,6-6,209,USA,1993-04-10T00:00:00,2,Undrafted
1626157,Karl-Anthony Towns,Timberwolves,Center-Forward,6-11,248,USA,1995-11-15T00:00:00,6,1
1629018,Gary Trent Jr.,Raptors,Guard-Forward,6-5,209,USA,1999-01-18T00:00:00,3,37
200782,P.J. Tucker,Heat,Forward,6-5,245,USA,1985-05-05T00:00:00,10,35
1629730,Rayjon Tucker,Bucks,Guard,6-3,209,USA,1997-09-24T00:00:00,2,Undrafted
1626167,Myles Turner,Pacers,Center-Forward,6-11,250,USA,1996-03-24T00:00:00,6,11
202685,Jonas Valanciunas,Pelicans,Center,6-11,265,Lithuania,1992-05-06T00:00:00,9,5
1627832,Fred VanVleet,Raptors,Guard,6-1,197,USA,1994-02-25T00:00:00,5,Undrafted
1629020,Jarred Vanderbilt,Timberwolves,Forward,6-9,214,USA,1999-04-03T00:00:00,3,41
1630170,Devin Vassell,Spurs,Guard-Forward,6-5,200,USA,2000-08-23T00:00:00,1,11
1629216,Gabe Vincent,Heat,Guard,6-3,200,USA,1996-06-14T00:00:00,2,Undrafted
202696,Nikola Vucevic,Bulls,Center,6-10,260,Montenegro,1990-10-24T00:00:00,10,16
1629731,Dean Wade,Cavaliers,Forward-Center,6-9,228,USA,1996-11-20T00:00:00,2,Undrafted
1630532,Franz Wagner,Magic,Forward,6-10,220,Germany,2001-08-27T00:00:00,0,8
1629021,Moritz Wagner,Magic,Forward-Center,6-11,245,Germany,1997-04-26T00:00:00,3,25
1630688,Ish Wainright,Suns,Forward,6-5,250,USA,1994-09-12T00:00:00,0,Undrafted
202689,Kemba Walker,Knicks,Guard,6-0,184,USA,1990-05-08T00:00:00,10,9
1629022,Lonnie Walker IV,Spurs,Guard-Forward,6-4,204,USA,1998-12-14T00:00:00,3,18
202322,John Wall,Rockets,Guard,6-3,210,USA,1990-09-06T00:00:00,10,1
203933,T.J. Warren,Pacers,Forward,6-8,220,USA,1993-09-05T00:00:00,7,14
1629023,P.J. Washington,Hornets,Forward,6-7,230,USA,1998-08-23T00:00:00,2,12
1630613,Duane Washington Jr.,Pacers,Guard,6-3,197,Germany,2000-03-24T00:00:00,0,Undrafted
1629139,Yuta Watanabe,Raptors,Guard-Forward,6-9,215,Japan,1994-10-13T00:00:00,3,Undrafted
1630322,Lindy Waters III,Thunder,Forward,6-6,215,USA,1997-07-28T00:00:00,0,Undrafted
1630570,Trendon Watford,Trail Blazers,Forward,6-8,237,USA,2000-11-09T00:00:00,0,Undrafted
1629683,Quinndary Weatherspoon,Warriors,Guard,6-3,205,USA,1996-09-10T00:00:00,2,49
201566,Russell Westbrook,Lakers,Guard,6-3,200,USA,1988-11-12T00:00:00,13,4
1629632,Coby White,Bulls,Guard,6-4,195,USA,2000-02-16T00:00:00,2,7
1628401,Derrick White,Celtics,Guard,6-4,190,USA,1994-07-02T00:00:00,4,29
202355,Hassan Whiteside,Jazz,Center,7-0,265,USA,1989-06-13T00:00:00,9,33
1630580,Joe Wieskamp,Spurs,Guard-Forward,6-6,205,USA,1999-08-23T00:00:00,0,41
1630598,Aaron Wiggins,Thunder,Guard,6-4,190,USA,1999-01-02T00:00:00,0,55
203952,Andrew Wiggins,Warriors,Forward,6-7,197,Canada,1995-02-23T00:00:00,7,1
1629623,Lindell Wigginton,Bucks,Guard,6-1,189,Canada,1998-03-28T00:00:00,0,
1630314,Brandon Williams,Trail Blazers,Guard,6-2,190,USA,1999-11-22T00:00:00,0,Undrafted
1629684,Grant Williams,Celtics,Forward,6-6,236,USA,1998-11-30T00:00:00,2,22
1629026,Kenrich Williams,Thunder,Guard-Forward,6-6,210,USA,1994-12-02T00:00:00,3,Undrafted
101150,Lou Williams,Hawks,Guard,6-2,175,USA,1986-10-27T00:00:00,16,45
1630172,Patrick Williams,Bulls,Forward,6-7,215,USA,2001-08-26T00:00:00,1,4
1630533,Ziaire Williams,Grizzlies,Forward,6-9,185,USA,2001-09-12T00:00:00,0,10
1629057,Robert Williams III,Celtics,Center-Forward,6-9,237,USA,1997-10-17T00:00:00,3,27
1629627,Zion Williamson,Pelicans,Forward,6-6,284,USA,2000-07-06T00:00:00,2,1
1629685,Dylan Windler,Cavaliers,Guard-Forward,6-6,196,USA,1996-09-22T00:00:00,1,26
1626159,Justise Winslow,Trail Blazers,Forward-Guard,6-6,222,USA,1996-03-26T00:00:00,6,10
1630216,Cassius Winston,Wizards,Guard,6-1,185,USA,1998-02-28T00:00:00,1,53
1630164,James Wiseman,Warriors,Center,7-0,240,USA,2001-03-31T00:00:00,1,2
1626174,Christian Wood,Rockets,Forward,6-9,214,USA,1995-09-27T00:00:00,5,Undrafted
1630218,Robert Woodard II,Spurs,Forward,6-6,235,USA,1999-09-22T00:00:00,1,40
1626153,Delon Wright,Hawks,Guard,6-5,185,USA,1992-04-26T00:00:00,6,20
1630589,Moses Wright,Mavericks,Forward,6-8,226,USA,1998-12-23T00:00:00,0,Undrafted
1630593,McKinley Wright IV,Timberwolves,Guard,5-11,192,USA,1998-10-25T00:00:00,0,Undrafted
1628221,Gabe York,Pacers,Guard,6-3,190,USA,1993-08-02T00:00:00,0,Undrafted
201152,Thaddeus Young,Raptors,Forward,6-8,235,USA,1988-06-21T00:00:00,14,12
1629027,Trae Young,Hawks,Guard,6-1,164,USA,1998-09-19T00:00:00,3,5
1630209,Omer Yurtseven,Heat,Center,6-11,275,Turkey,1998-06-19T00:00:00,0,Undrafted
1627826,Ivica Zubac,Clippers,Center,7-0,240,Croatia,1997-03-18T00:00:00,5,32
